入库作业管理包括：收货；组盘和注册；上架,收货 组盘 注册 上架,10,入库|作业|管理|包括|：|收|货|；|组盘|和|注册|；|上架,vn|vn|vn|v|w|v|n|w|nz|c|vn|w|v,收|货| |组盘| |注册| |上架,v|n|w|n|w|vn|w|v
WCS 是仓库控制系统(Warehouse Control System) 的缩写。WCS是介于WMS系统和PLC系统之间的一层管理控制系统。,仓库控制系统 WMS系统 PLC系统 管理控制系统,10,WCS| |是|仓库|控制系统|(|Ware|house| |Control| |System|)| |的|缩写|。|WCS|是|介于|WMS|系统|和|PLC|系统|之间|的|一层|管理|控制系统|。,nz|w|v|n|n|w|xc|xc|w|xc|w|xc|w|w|u|vn|w|nz|v|v|nz|n|c|nz|n|f|u|m|vn|n|w,仓库|控制系统| |WMS|系统| |PLC|系统| |管理|控制系统,n|n|w|nz|n|w|nz|n|w|vn|n
出库作业管理包括：波次运算；补货；拣选；复核包装；集货；发货,波次运算 补货 拣选 复核包装 集货 发货,10,出库|作业|管理|包括|：|波|次|运算|；|补货|；|拣选|；|复核|包装|；|集货|；|发货,v|vn|vn|v|w|n|q|vn|w|v|w|v|w|vn|n|w|vn|w|v,波次|运算| |补货| |拣选| |复核|包装| |集货| |发货,nr|v|w|v|w|v|w|vn|n|w|vn|w|v
仓储管理系统中基础数据管理包括以下内容：用户数据；部门数据；货位数据；客户主数据；物流主数据；订单类数据；其他数据,用户 部门 货位 客户主 物流主 订单类 其他,10,仓储|管理|系统|中|基础|数据|管理|包括|以下|内容|：|用户|数据|；|部门|数据|；|货位|数据|；|客户|主|数据|；|物流|主|数据|；|订单|类|数据|；|其他|数据,vn|vn|n|f|n|n|vn|v|f|n|w|n|n|w|n|n|w|n|n|w|n|a|n|w|n|a|n|w|n|n|n|w|r|n,用户| |部门| |货位| |客户|主| |物流|主| |订单|类| |其他,n|w|n|w|n|w|n|n|w|n|n|w|n|n|w|r
条码：是由一组规则排列的条、空及其对应代码组成，是表示商品特定信息的标识。 ,规则排列 条 空 代码 商品 特定信息 标识,10,条码|：|是|由|一组|规则|排列|的|条|、|空|及其|对应|代码|组成|，|是|表示|商品|特定|信息|的|标识|。| ,n|w|v|p|m|n|v|u|n|w|a|c|vn|n|v|w|v|v|n|a|n|u|n|w|w,规则|排列| |条| |空| |代码| |商品| |特定|信息| |标识,n|v|w|n|w|a|w|n|w|n|w|a|n|w|n
条形码的识读原理：根据不同颜色的物体，其反射的可见光的波长不同，光电转换器接收到不同强弱的反射光信号，并转换成相应的电信号并进行放大后输出。,不同颜色 物体 可见光 波长不 光电转换器 反射光信号 电信号 放大 输出,10,条形码|的|识读|原理|：|根据|不同|颜色|的|物体|，|其|反射|的|可见光|的|波长|不同|，|光电转换器|接收|到|不同|强弱|的|反射|光|信号|，|并|转换|成|相应|的|电信|号|并|进行|放大|后|输出|。,n|u|vn|n|w|p|a|n|u|n|w|r|vn|u|n|u|n|a|w|nz|v|v|a|n|u|vn|n|n|w|c|v|v|v|u|n|n|c|v|vn|f|v|w,不同|颜色| |物体| |可见光| |波长|不| |光电转换器| |反射|光|信号| |电信|号| |放大| |输出,a|n|w|n|w|n|w|n|d|w|nz|w|vn|n|n|w|n|n|w|v|w|vn
条码的类别 ：商品条码、物流条码、二维条码。,商品条码 物流条码 二维条码,10,条码|的|类别| |：|商品|条码|、|物流|条码|、|二维|条码|。,n|u|n|w|w|n|n|w|n|n|w|n|n|w,商品|条码| |物流|条码| |二维|条码,n|n|w|n|n|w|m|n
无线射频识别（RFID）是通过一种无线电讯号和微芯片标签识别特定目标并读写相关数据的通讯技术。,无线电讯号 微芯片 标签识别 读写 相关数据 通讯技术,10,无线射频识别|（|RFID|）|是|通过|一种|无线电讯号|和|微芯片|标签|识别|特定|目标|并|读写|相关|数据|的|通讯|技术|。,nz|w|n|w|v|p|m|nz|c|nz|n|v|a|n|c|v|vn|n|u|n|n|w,无线电讯号| |微|芯片| |标签|识别| |读写| |相关|数据| |通讯|技术,nz|w|a|n|w|n|vn|w|v|w|vn|n|w|n|n
RFID的特点：非接触识别，它能穿透雪、雾、冰、涂料、尘垢、高速运动的物体和条形码无法使用的恶劣环境阅读标签，并且阅读速度极快；保密性强。,非接触识别 雪 雾 冰 物体 条形码 恶劣环境 阅读标签 速度快 保密性强,10,RFID|的|特点|：|非|接触|识别|，|它|能|穿透|雪|、|雾|、|冰|、|涂料|、|尘垢|、|高速|运动|的|物体|和|条形码|无法|使用|的|恶劣|环境|阅读|标签|，|并且|阅读|速度|极快|；|保密性|强|。,n|u|n|w|d|v|v|w|r|v|v|n|w|n|w|n|w|n|w|n|w|a|n|u|n|c|n|vd|v|u|a|n|v|n|w|c|vn|n|a|w|n|a|w,非|接触|识别| |雪| |雾| |冰| |物体| |条形码| |恶劣|环境| |阅读|标签| |速度快| |保密性|强,d|v|v|w|n|w|n|w|n|w|n|w|n|w|a|n|w|vn|n|w|a|w|n|a
RFID的组成：标签、阅读器和天线。,标签 阅读器 天线,10,RFID|的|组成|：|标签|、|阅读器|和|天线|。,n|u|vn|w|n|w|n|c|n|w,标签| |阅读器| |天线,n|w|n|w|n
子标签拣选系统（DPS），是以一连串装于货架格位上的电子显示装置(电子标签)取代拣货单，指示应拣取的物品及数量，辅助捡货人员的作业，减少目视寻找的时间。,货架格位 电子显示装置 取代拣货单 物品 数量 捡货人员 减少 寻找时间,10,子|标签|拣选|系统|（|DPS|）|，|是|以|一连串|装|于|货架|格位|上|的|电子|显示|装置|(|电子|标签|)|取代|拣|货单|，|指示|应|拣取|的|物品|及|数量|，|辅助|捡|货|人员|的|作业|，|减少|目视|寻找|的|时间|。,n|n|vn|n|w|nz|w|w|v|p|m|v|p|n|n|f|u|n|vn|n|w|n|n|w|v|v|n|w|n|v|v|u|n|c|n|w|v|v|n|n|u|n|w|v|v|v|u|n|w,货架|格位| |电子|显示|装置| |取代|拣|货单| |物品| |数量| |捡|货|人员| |减少| |寻找|时间,n|n|w|n|vn|n|w|v|v|n|w|n|w|n|w|v|n|n|w|v|w|v|n
DBMS是一种操作和管理数据库的大型软件，可用于建立、使用和维护数据库。物流系统中的库存、货位、入出库记录等重要数据都是通过DBMS管理的。,操作 管理数据库 大型软件 建立 使用 维护数据库 物流系统 库存 货位 入出库记录 重要数据 DBMS管理,10,DBMS|是|一种|操作|和|管理|数据库|的|大型|软件|，|可|用于|建立|、|使用|和|维护|数据库|。|物流|系统|中|的|库存|、|货位|、|入|出库|记录|等|重要|数据|都是|通过|DBMS|管理|的|。,nz|v|m|vn|c|vn|n|u|a|n|w|v|v|v|w|v|c|v|n|w|n|n|f|u|n|w|n|w|v|vn|n|u|a|n|v|p|n|vn|u|w,操作| |管理|数据库| |大型|软件| |建立| |使用| |维护|数据库| |物流|系统| |库存| |货位| |入|出库|记录| |重要|数据| |DBMS|管理,vn|w|vn|n|w|a|n|w|v|w|vn|w|v|n|w|n|n|w|n|w|n|w|v|vn|n|w|a|n|w|nz|vn
配送：是指“在经济合理区域范围内，根据用户的要求，对物品进行拣选、加工、包装、分割、组配等作业，并按时送达指定地点的物流活动,经济合理 用户要求 物品 拣选 加工 包装 分割 组配 送达 指定地点 物流活动,10,配送|：|是|指|“|在|经济|合理|区域|范围|内|，|根据|用户|的|要求|，|对|物品|进行|拣选|、|加工|、|包装|、|分割|、|组配|等|作业|，|并|按时|送达|指定|地点|的|物流|活动,vn|w|v|v|w|p|n|a|n|n|f|w|p|n|u|n|w|p|n|v|vn|w|vn|w|n|w|vn|w|vn|u|n|w|c|d|v|vn|n|u|n|n,经济|合理| |用户|要求| |物品| |拣选| |加工| |包装| |分割| |组配| |送达| |指定|地点| |物流|活动,n|a|w|n|n|w|n|w|v|w|vn|w|n|w|vn|w|vn|w|v|w|vn|n|w|n|n
配送要素：集货、储存、分拣和拣选、配货、配装、配送运输、送达服务。,集货 储存 分拣 拣选 配货 配装 配送运输 送达服务,10,配送|要素|：|集货|、|储存|、|分拣|和|拣选|、|配货|、|配装|、|配送|运输|、|送达|服务|。,vn|n|w|vn|w|vn|w|vn|c|v|w|vn|w|vn|w|vn|vn|w|v|vn|w,集货| |储存| |分拣| |拣选| |配货| |配装| |配送|运输| |送达|服务,vn|w|vn|w|vn|w|v|w|vn|w|vn|w|vn|vn|w|v|vn
集货是指将分散的或小批量的物品集中起来，以便进行运输、配送的作业 。,分散 小批量 物品 集中 运输 配送,10,集货|是|指|将|分散|的|或|小批量|的|物品|集中|起来|，|以便|进行|运输|、|配送|的|作业| |。,vn|v|v|d|v|u|c|n|u|n|v|v|w|d|v|vn|w|v|u|n|w|w,分散| |小批量| |物品| |集中| |运输| |配送,v|w|n|w|n|w|v|w|vn|w|v
配送中的储存有储备及暂存两种形态。 配送储备储备数量较大，储存更加有计划性。暂存，是具体执行日配送时，按分拣配货要求，在理货场地所做的少量储存准备 。,储备 暂存  配送储备 数量大 储存 计划性 暂存 分拣配货 理货场地 少量 储存准备,10,配送|中|的|储存|有|储备|及|暂存|两种|形态|。| |配送|储备|储备|数量|较大|，|储存|更加|有|计划性|。|暂存|，|是|具体|执行|日|配送|时|，|按|分拣|配货|要求|，|在|理货|场地|所|做|的|少量|储存|准备| |。,vn|f|u|vn|v|vn|c|vn|m|n|w|w|v|vn|vn|n|a|w|vn|d|v|n|w|v|w|v|ad|v|n|v|n|w|p|vn|vn|n|w|p|vn|n|u|v|u|m|vn|vn|w|w,储备| |暂存| | |配送|储备| |数量|大| |储存| |计划性| |暂存| |分拣|配货| |理|货|场地| |少量| |储存|准备,vn|w|vn|w|w|v|vn|w|n|a|w|vn|w|n|w|vn|w|vn|vn|w|v|n|n|w|m|w|vn|vn
分拣是将物品按品种、出入库先后顺序进行分门别类堆放的作业。,物品 品种 出入库 先后顺序 分门别类 堆放,10,分拣|是|将|物品|按|品种|、|出|入库|先后|顺序|进行|分门别类|堆放|的|作业|。,vn|v|p|n|p|n|w|v|v|d|n|v|vn|v|u|n|w,物品| |品种| |出|入库| |先后|顺序| |分门别类| |堆放,n|w|n|w|v|vn|w|d|n|w|v|w|v
拣选是按订单或出库单的要求，从储存场所选出物品，并放置指定地点的作业,订单 出库单 储存场 物品 指定地点,10,拣选|是|按|订单|或|出库单|的|要求|，|从|储存|场所|选出|物品|，|并|放置|指定|地点|的|作业,vn|v|p|n|c|n|u|n|w|p|vn|n|v|n|w|c|v|vn|n|u|n,订单| |出库单| |储存场| |物品| |指定|地点,n|w|nz|w|n|w|n|w|vn|n
配货是使用各种拣选设备和传输装置，将存放的物品，按客户要求分拣出来，配备齐全，送入指定发货地点。,拣选设备 传输装置 物品 分拣 配备齐全 指定发货地,10,配货|是|使用|各种|拣选|设备|和|传输|装置|，|将|存放|的|物品|，|按|客户|要求|分拣|出来|，|配备|齐全|，|送入|指定|发货|地点|。,vn|v|v|r|vn|n|c|vn|n|w|d|v|u|n|w|p|n|n|v|v|w|v|a|w|v|vn|vn|n|w,拣选|设备| |传输|装置| |物品| |分拣| |配备|齐全| |指定|发货|地,vn|n|w|vn|n|w|n|w|vn|w|v|a|w|v|v|u
在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题，这就需要配装。,单个客户 配送数量 运载负荷 配送货物 搭配装载 运能 运力 配装,10,在|单个|客户|配送|数量|不能|达到|车辆|的|有效|运载|负荷|时|，|就|存在|如何|集中|不同|客户|的|配送|货物|，|进行|搭配|装载|以|充分利用|运能|、|运力|的|问题|，|这|就|需要|配装|。,p|a|n|v|n|v|v|n|u|a|vn|n|n|w|d|v|r|v|a|n|u|vn|n|w|v|vn|vn|p|v|n|w|n|u|n|w|r|d|v|v|w,单个|客户| |配送|数量| |运载|负荷| |配送|货物| |搭配|装载| |运能| |运力| |配装,a|n|w|vn|n|w|vn|n|w|vn|n|w|v|v|w|n|w|n|w|v
配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。,较短距离 较小规模 额度较高 运输形式 汽车,10,配送|运输|是|较|短|距离|、|较小|规模|、|额度|较高|的|运输|形式|，|一般|使用|汽车|做|运输工具|。,v|vn|v|d|a|n|w|a|n|w|n|a|u|vn|n|w|ad|v|n|v|n|w,较|短|距离| |较小|规模| |额度|较高| |运输|形式| |汽车,d|a|n|w|a|n|w|n|a|w|vn|n|w|n
如何组合成最佳路线，如何使配装和路线有效搭配等，是配送运输的特点，也是难度较大的工作。,最佳路线 配装 路线 有效搭配,10,如何|组合|成|最佳|路线|，|如何|使|配装|和|路线|有效|搭配|等|，|是|配送|运输|的|特点|，|也是|难度|较大|的|工作|。,r|v|v|a|n|w|r|v|vn|c|n|a|vn|u|w|v|v|vn|u|n|w|v|n|a|u|n|w,最佳|路线| |配装| |路线| |有效|搭配,a|n|w|vn|w|n|w|ad|v
配送作业活动是以客户发出的订货信息（即订单）作为配送作业的驱动源的。,客户 订货信息 配送作业 驱动源,10,配送|作业|活动|是|以|客户|发出|的|订货|信息|（|即|订单|）|作为|配送|作业|的|驱动源|的|。,v|vn|n|v|p|n|v|u|vn|n|w|v|n|w|v|vn|n|u|n|u|w,客户| |订货|信息| |配送|作业| |驱动|源,n|w|vn|n|w|vn|n|w|vn|n
顾客订单是配送服务的第一个环节，也是配送服务质量得以保证的基础。,配送服务 第一个环节 配送服务质量 基础,10,顾客|订单|是|配送|服务|的|第一个|环节|，|也是|配送|服务|质量|得以|保证|的|基础|。,n|n|v|vn|vn|u|m|n|w|v|vn|vn|n|v|v|u|n|w,配送|服务| |第一个|环节| |配送|服务|质量| |基础,vn|vn|w|m|n|w|vn|vn|n|w|n
订单是配送中心开展配送业务的依据，配送中心接到客户订单以后需要对订单加以处理，据以安排分拣、补货、配货、送货等作业环节。,配送中心 配送业务 客户订单 订单 分拣 补货 配货 送货,10,订单|是|配送|中心|开展|配送|业务|的|依据|，|配送|中心|接到|客户|订单|以后|需要|对|订单|加以|处理|，|据|以|安排|分拣|、|补货|、|配货|、|送货|等|作业|环节|。,n|v|vn|n|v|vn|n|u|n|w|vn|n|v|n|n|f|v|p|n|v|vn|w|p|p|v|vn|w|v|w|vn|w|vn|u|vn|n|w,配送|中心| |配送|业务| |客户|订单| |订单| |分拣| |补货| |配货| |送货,vn|n|w|vn|n|w|n|n|w|n|w|vn|w|v|w|vn|w|vn
拣货作业：依据顾客的订货要求或配送中心的送货计划，迅速、准确地将商品向从其储位或其他区域拣取出来，并按一定的方式进行分类、集中，等待配装送货的作业过程。,订货要求 配送中心 送货计划 商品 储位 拣取 分类 集中 配装送货,10,拣货|作业|：|依据|顾客|的|订货|要求|或|配送|中心|的|送货|计划|，|迅速|、|准确地|将|商品|向|从|其|储位|或|其他|区域|拣|取|出来|，|并|按|一定|的|方式|进行|分类|、|集中|，|等待|配装|送货|的|作业|过程|。,vn|vn|w|p|n|u|vn|n|c|vn|n|u|vn|n|w|a|w|d|p|n|p|p|r|n|c|r|n|v|v|v|w|c|p|a|u|n|v|vn|w|v|w|v|v|vn|u|vn|n|w,订货|要求| |配送|中心| |送货|计划| |商品| |储位| |拣取| |分类| |集中| |配装|送货,vn|n|w|vn|n|w|vn|n|w|n|w|vn|w|v|w|vn|w|v|w|v|vn
配送中心：为了顺利、有序、方便地向客户发送商品，对组织来的各种货物进行整理，并依据订单要求进行组合的过程。,顺利 有序 方便 商品 货物 整理 订单 组合,10,配送|中心|：|为了|顺利|、|有序|、|方便|地|向|客户|发送|商品|，|对|组织|来|的|各种|货物|进行|整理|，|并|依据|订单|要求|进行|组合|的|过程|。,vn|n|w|p|an|w|an|w|a|u|p|n|v|n|w|p|n|v|u|r|n|v|vn|w|c|p|n|n|v|vn|u|n|w,顺利| |有序| |方便| |商品| |货物| |整理| |订单| |组合,a|w|an|w|a|w|n|w|n|w|vn|w|n|w|vn
配货：使用各种拣选设备和传输装置，将存放的货物，按客户的要求分拣出来，配备齐全，送入指定发货区。,拣选设备 传输装置 货物 分拣 配备 指定发货区,10,配货|：|使用|各种|拣选|设备|和|传输|装置|，|将|存放|的|货物|，|按|客户|的|要求|分拣|出来|，|配备|齐全|，|送入|指定|发货|区|。,vn|w|v|r|vn|n|c|vn|n|w|d|v|u|n|w|p|n|u|n|v|v|w|v|a|w|v|vn|vn|n|w,拣选|设备| |传输|装置| |货物| |分拣| |配备| |指定|发货|区,vn|n|w|vn|n|w|n|w|vn|w|vn|w|vn|vn|n
配装：在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题。,单个客户 配送数量 运载负荷 配送货物 搭配装载 运能 运力,10,配装|：|在|单个|客户|配送|数量|不能|达到|车辆|的|有效|运载|负荷|时|，|就|存在|如何|集中|不同|客户|的|配送|货物|，|进行|搭配|装载|以|充分利用|运能|、|运力|的|问题|。,vn|w|p|a|n|v|n|v|v|n|u|a|vn|n|n|w|d|v|r|v|a|n|u|vn|n|w|v|vn|vn|p|v|n|w|n|u|n|w,单个|客户| |配送|数量| |运载|负荷| |配送|货物| |搭配|装载| |运能| |运力,a|n|w|vn|n|w|vn|n|w|vn|n|w|v|v|w|n|w|n
送货作业：包含将货物装车并实际配送。需要事先规划配送区域的划分或配送线路的安排，由配送路线选用的先后次序来决定商品装车顺序，并在商品配送途中进行商品跟踪、控制。,货物装车 实际配送 配送区域 配送线路 先后次序 商品 装车顺序 配送途中 商品 跟踪 控制,10,送货|作业|：|包含|将|货物|装车|并|实际|配送|。|需要|事先|规划|配送|区域|的|划分|或|配送|线路|的|安排|，|由|配送|路线|选用|的|先后|次序|来|决定|商品|装车|顺序|，|并|在|商品|配送|途中|进行|商品|跟踪|、|控制|。,vn|vn|w|v|p|n|v|c|ad|v|w|v|d|v|v|n|u|vn|c|v|n|u|vn|w|p|vn|n|v|u|n|n|v|v|n|vn|n|w|c|p|n|v|s|v|n|vn|w|v|w,货物|装车| |实际|配送| |配送|区域| |配送|线路| |先后|次序| |商品| |装车|顺序| |配送|途中| |商品| |跟踪| |控制,n|v|w|ad|v|w|vn|n|w|vn|n|w|d|n|w|n|w|vn|n|w|vn|s|w|n|w|vn|w|v
流通加工：物品在从生产领域向消费领域流动的过程中，流通主体（即流通当事人）为了完善流通服务功能，促进销售、维护产品质量和提高物流效率而开展的一项活动。,物品 生产领域 消费领域 流通主体 流通服务 销售 产品质量 物流效率,10,流通|加工|：|物品|在|从|生产|领域|向|消费|领域|流动|的|过程|中|，|流通|主体|（|即|流通|当事人|）|为了|完善|流通服务|功能|，|促进|销售|、|维护|产品|质量|和|提高|物流|效率|而|开展|的|一项|活动|。,vn|vn|w|n|p|p|vn|n|p|vn|n|v|u|n|f|w|vn|n|w|v|vn|n|w|p|v|vn|n|w|v|vn|w|v|n|n|c|v|n|n|c|v|u|m|n|w,物品| |生产|领域| |消费|领域| |流通|主体| |流通服务| |销售| |产品|质量| |物流|效率,n|w|vn|n|w|vn|n|w|vn|n|w|vn|w|vn|w|n|n|w|n|n
进货：配送中心根据客户的需要，为配送业务的顺利实施，而从事的组织商品货源和进行商品存储的一系列活动。进货是配送的准备工作或基础工作，它是配送的基础环节，又是决定配送成败与否、规模大小的最基础环节。同时，也是决定配送效益高低的关键环节。,配送中心 客户需要 配送业务 商品货源 商品存储 进货 配送 基础环节 配送成败 配送效益,10,进货|：|配送|中心|根据|客户|的|需要|，|为|配送|业务|的|顺利|实施|，|而|从事|的|组织|商品|货源|和|进行|商品|存储|的|一系列|活动|。|进货|是|配送|的|准备|工作|或|基础|工作|，|它|是|配送|的|基础|环节|，|又|是|决定|配送|成败|与否|、|规模|大小|的|最|基础|环节|。|同时|，|也是|决定|配送|效益|高低|的|关键|环节|。,vn|w|vn|n|p|n|u|n|w|p|vn|n|u|a|vn|w|c|v|u|vn|n|n|c|v|n|vn|u|a|n|w|vn|v|v|u|vn|n|c|n|n|w|r|v|v|u|n|n|w|d|v|v|vn|n|d|w|n|n|u|d|n|n|w|c|w|v|v|vn|n|n|u|a|n|w,配送|中心| |客户|需要| |配送|业务| |商品|货源| |商品|存储| |进货| |配送| |基础|环节| |配送|成败| |配送|效益,vn|n|w|n|n|w|vn|n|w|n|n|w|n|vn|w|vn|w|vn|w|n|n|w|vn|n|w|vn|n
配送作业流程：顾客下单；订单处理；拣货；配货；配装；配送；流通加工；进货；,顾客下单 订单处理 拣货 配货 配装 配送 流通加工 进货,10,配送|作业|流程|：|顾客|下单|；|订单|处理|；|拣货|；|配货|；|配装|；|配送|；|流通|加工|；|进货|；,vn|vn|n|w|n|v|w|n|vn|w|vn|w|vn|w|v|w|v|w|vn|vn|w|vn|w,顾客|下单| |订单|处理| |拣货| |配货| |配装| |配送| |流通|加工| |进货,n|v|w|n|vn|w|vn|w|vn|w|vn|w|vn|w|vn|vn|w|vn
配送模式：自营配送模式；共同配送模式；第三方配送。,自营配送模式 共同配送模式 第三方配送,10,配送|模式|：|自营|配送|模式|；|共同|配送|模式|；|第三方|配送|。,vn|n|w|vn|vn|n|w|ad|v|n|w|n|v|w,自营|配送|模式| |共同|配送|模式| |第三方|配送,vn|vn|n|w|ad|v|n|w|n|v
常见的组织结构形式：直线制；职能制；直线职能制；矩阵制。,直线制 职能制 直线职能制 矩阵制,10,常见|的|组织结构|形式|：|直线制|；|职能制|；|直线职能制|；|矩阵制|。,a|u|n|n|w|nz|w|n|w|nz|w|nz|w,直线制| |职能制| |直线职能制| |矩阵制,nz|w|n|w|nz|w|nz
直线制的优缺点：优点——结构简单、权力集中、责任分明、命令统一、联系简捷；缺点——管理职能集中由一人承担，容易发生较大失误；部门间协调差 。,结构简单 权力集中 责任分明 命令统一 联系简捷 管理职能集中 部门协调差,10,直线制|的|优缺点|：|优点|—|—|结构|简单|、|权力|集中|、|责任|分明|、|命令|统一|、|联系|简捷|；|缺点|—|—|管理|职能|集中|由|一人|承担|，|容易|发生|较大|失误|；|部门|间|协调|差| |。,nz|u|n|w|n|w|w|n|a|w|n|v|w|n|a|w|v|a|w|v|a|w|n|w|w|vn|n|v|p|n|v|w|ad|v|a|n|w|n|f|v|a|w|w,结构|简单| |权力|集中| |责任|分明| |命令|统一| |联系|简捷| |管理|职能|集中| |部门|协调|差,n|a|w|n|v|w|n|a|w|v|a|w|v|a|w|vn|n|v|w|n|v|a
直线职能制的优缺点：优点——命令统一，职责明确，专业化管理程度较高，组织稳定。它既保证了管理体系的集中统一，又可以在各级行政负责人的领导下，充分发挥各专业管理机构的作用；缺点——职能部门之间缺乏交流、协作和配合，职能部门与行政负责人之间容易产生摩擦，组织系统的灵敏度较低，下级的许多工作要直接向上层领导报告请示才能处理，常常造成企业运作效率低下。,命令统一 职责明确 管理程度较高 组织稳定 缺乏交流 协作配合 易产生摩擦 灵敏度较低 运作效率低,10,直线职能制|的|优缺点|：|优点|—|—|命令|统一|，|职责|明确|，|专业化|管理|程度|较高|，|组织|稳定|。|它|既|保证|了|管理|体系|的|集中|统一|，|又|可以|在|各级|行政|负责人|的|领导|下|，|充分|发挥|各|专业|管理机构|的|作用|；|缺点|—|—|职能|部门|之间|缺乏|交流|、|协作|和|配合|，|职能|部门|与|行政|负责人|之间|容易|产生|摩擦|，|组织|系统|的|灵敏度|较|低|，|下级|的|许多|工作|要|直接|向|上层|领导|报告|请示|才能|处理|，|常常|造成|企业|运作|效率|低下|。,nz|u|n|w|n|w|w|v|vn|w|n|a|w|vn|vn|n|a|w|v|an|w|r|c|v|u|vn|n|u|a|a|w|d|v|p|r|n|n|u|vn|f|w|ad|v|r|n|n|u|n|w|n|w|w|n|n|f|v|vn|w|vn|c|vn|w|n|n|p|n|n|f|ad|v|vn|w|n|n|u|n|d|a|w|n|u|m|n|v|ad|p|n|n|n|v|v|v|w|d|v|n|vn|n|a|w,命令|统一| |职责|明确| |管理|程度|较高| |组织|稳定| |缺乏|交流| |协作|配合| |易|产生|摩擦| |灵敏度|较|低| |运作|效率|低,n|a|w|n|a|w|vn|n|a|w|v|an|w|v|vn|w|vn|vn|w|ad|v|vn|w|n|d|a|w|vn|n|a
矩阵制优点：打破单向领导，加强了管理部门间的联系和配合，有利于信息沟通和共同决策，提高工作的效率；把不同的专业人员组织在一起，有利于激发人们的积极性和创造性，提高技术水平和管理水平；把完成任务所需的各种专业知识和经验集中在一起，提高了管理组织的机动性和灵活性。,单向领导 加强配合 提高效率 积极性 创造性 管理水平 机动性 灵活性,10,矩阵|制|优点|：|打破|单向|领导|，|加强|了|管理|部门|间|的|联系|和|配合|，|有利于|信息沟通|和|共同|决策|，|提高|工作|的|效率|；|把|不同|的|专业|人员|组织|在一起|，|有利于|激发|人们|的|积极性|和|创造性|，|提高|技术|水平|和|管理|水平|；|把|完成|任务|所需|的|各种|专业|知识|和|经验|集中|在一起|，|提高|了|管理|组织|的|机动性|和|灵活性|。,n|v|n|w|v|a|n|w|v|u|vn|n|f|u|vn|c|vn|w|v|vn|c|a|n|w|v|n|u|n|w|p|a|u|a|n|v|v|w|v|v|n|u|n|c|n|w|v|n|n|c|vn|n|w|p|v|n|v|u|r|n|n|c|n|v|v|w|v|u|vn|n|u|n|c|n|w,单向|领导| |加强|配合| |提高|效率| |积极性| |创造性| |管理|水平| |机动性| |灵活性,a|n|w|v|vn|w|v|n|w|n|w|n|w|vn|n|w|n|w|n
矩阵制缺点：组织成员不是固定的，易产生临时的观念，对工作有一定的影响；双重领导，难免发生矛盾，也不易分清责任。,成员不固定 临时观念 双重领导 不易分清责任,10,矩阵|制|缺点|：|组织|成员|不是|固定|的|，|易|产生|临时|的|观念|，|对|工作|有|一定|的|影响|；|双重|领导|，|难免|发生|矛盾|，|也|不易|分|清|责任|。,n|v|n|w|v|n|v|a|u|w|ad|v|a|u|n|w|p|n|v|a|u|vn|w|a|n|w|d|v|n|w|d|ad|v|a|n|w,成员|不|固定| |临时|观念| |双重|领导| |不易|分|清|责任,n|d|a|w|a|n|w|a|n|w|ad|v|a|n
268.订单处理是指：从接到客户订单开始到着手准备拣货之间的作业阶段。通常包括订单确认、存货查询、单据处理等内容。,客户订单 拣货 作业阶段 订单确认 存货查询 单据处理,10,268|.|订单|处理|是|指|：|从|接到|客户|订单|开始|到|着手|准备|拣货|之间|的|作业|阶段|。|通常|包括|订单|确认|、|存货|查询|、|单据|处理|等|内容|。,m|w|n|vn|v|v|w|p|v|n|n|v|v|v|v|vn|f|u|vn|n|w|d|v|n|v|w|n|vn|w|n|vn|u|n|w,客户|订单| |拣货| |作业|阶段| |订单|确认| |存货|查询| |单据|处理,n|n|w|vn|w|vn|n|w|n|v|w|n|vn|w|n|v
订单处理作业所面临的问题：在零售商的订单处理方面——如何简化订货作业；如何提高订货资料；正确性如何快速下单。在配送中心的订单处理方面——如何简化接单作业；如何处理量多繁杂的订货资料；如何掌握订单进度。,零售商 订货作业 订货资料 快速下单 配送中心 接单作业 订货资料 订单进度,10,订单|处理|作业|所|面临|的|问题|：|在|零售商|的|订单|处理|方面|—|—|如何|简化|订货|作业|；|如何|提高|订货|资料|；|正确性|如何|快速|下单|。|在|配送|中心|的|订单|处理|方面|—|—|如何|简化|接单|作业|；|如何|处理|量|多|繁杂|的|订货|资料|；|如何|掌握|订单|进度|。,n|vn|n|u|v|u|n|w|p|n|u|n|vn|n|w|w|r|v|vn|n|w|r|v|vn|n|w|n|r|ad|v|w|p|vn|n|u|n|vn|n|w|w|r|v|vn|n|w|r|v|n|d|a|u|vn|n|w|r|v|n|n|w,零售商| |订货|作业| |订货|资料| |快速|下单| |配送|中心| |接单|作业| |订货|资料| |订单|进度,n|w|vn|n|w|vn|n|w|ad|v|w|vn|n|w|vn|n|w|vn|n|w|n|n
订单处理的方式：人工处理；计算机处理。,人工处理 计算机处理,10,订单|处理|的|方式|：|人工|处理|；|计算机|处理|。,n|v|u|n|w|n|v|w|n|v|w,人工处理| |计算机|处理,vn|w|n|vn
